GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUUDE001,AUUDE002,AUUDE003,NAME_M,AUUDM001,AUUDM002,AUUDM003
"G48021500245011","2020-2024","TX",,,"Texas","48","Hidalgo County","215",,,"024501","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482150245011",,,"482150245011","Block Group 1, Census Tract 245.01, Hidalgo County, Texas",463,377,86,"Block Group 1, Census Tract 245.01, Hidalgo County, Texas",134,141,67
"G48021500245012","2020-2024","TX",,,"Texas","48","Hidalgo County","215",,,"024501","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482150245012",,,"482150245012","Block Group 2, Census Tract 245.01, Hidalgo County, Texas",629,562,67,"Block Group 2, Census Tract 245.01, Hidalgo County, Texas",157,159,66
"G48021500245021","2020-2024","TX",,,"Texas","48","Hidalgo County","215",,,"024502","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482150245021",,,"482150245021","Block Group 1, Census Tract 245.02, Hidalgo County, Texas",704,611,93,"Block Group 1, Census Tract 245.02, Hidalgo County, Texas",200,186,66
"G48021500245022","2020-2024","TX",,,"Texas","48","Hidalgo County","215",,,"024502","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482150245022",,,"482150245022","Block Group 2, Census Tract 245.02, Hidalgo County, Texas",648,572,76,"Block Group 2, Census Tract 245.02, Hidalgo County, Texas",169,157,82
"G48021500246001","2020-2024","TX",,,"Texas","48","Hidalgo County","215",,,"024600","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482150246001",,,"482150246001","Block Group 1, Census Tract 246, Hidalgo County, Texas",718,687,31,"Block Group 1, Census Tract 246, Hidalgo County, Texas",195,197,22
"G48021500246002","2020-2024","TX",,,"Texas","48","Hidalgo County","215",,,"024600","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482150246002",,,"482150246002","Block Group 2, Census Tract 246, Hidalgo County, Texas",577,538,39,"Block Group 2, Census Tract 246, Hidalgo County, Texas",140,134,38
"G48021500246003","2020-2024","TX",,,"Texas","48","Hidalgo County","215",,,"024600","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482150246003",,,"482150246003","Block Group 3, Census Tract 246, Hidalgo County, Texas",626,626,0,"Block Group 3, Census Tract 246, Hidalgo County, Texas",140,140,15
"G48021509800001","2020-2024","TX",,,"Texas","48","Hidalgo County","215",,,"980000","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482159800001",,,"482159800001","Block Group 1, Census Tract 9800, Hidalgo County, Texas",0,0,0,"Block Group 1, Census Tract 9800, Hidalgo County, Texas",15,15,15
"G48021709601001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179601001",,,"482179601001","Block Group 1, Census Tract 9601, Hill County, Texas",524,474,50,"Block Group 1, Census Tract 9601, Hill County, Texas",96,85,40
"G48021709601002","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179601002",,,"482179601002","Block Group 2, Census Tract 9601, Hill County, Texas",306,283,23,"Block Group 2, Census Tract 9601, Hill County, Texas",94,87,26
"G48021709601003","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960100","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482179601003",,,"482179601003","Block Group 3, Census Tract 9601, Hill County, Texas",1061,943,118,"Block Group 3, Census Tract 9601, Hill County, Texas",179,166,80
"G48021709602001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179602001",,,"482179602001","Block Group 1, Census Tract 9602, Hill County, Texas",632,493,139,"Block Group 1, Census Tract 9602, Hill County, Texas",157,124,120
"G48021709602002","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179602002",,,"482179602002","Block Group 2, Census Tract 9602, Hill County, Texas",446,389,57,"Block Group 2, Census Tract 9602, Hill County, Texas",98,89,35
"G48021709602003","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960200","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482179602003",,,"482179602003","Block Group 3, Census Tract 9602, Hill County, Texas",591,348,243,"Block Group 3, Census Tract 9602, Hill County, Texas",168,117,130
"G48021709602004","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960200","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482179602004",,,"482179602004","Block Group 4, Census Tract 9602, Hill County, Texas",850,662,188,"Block Group 4, Census Tract 9602, Hill County, Texas",215,186,117
"G48021709604001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179604001",,,"482179604001","Block Group 1, Census Tract 9604, Hill County, Texas",645,414,231,"Block Group 1, Census Tract 9604, Hill County, Texas",116,95,94
"G48021709604002","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179604002",,,"482179604002","Block Group 2, Census Tract 9604, Hill County, Texas",536,467,69,"Block Group 2, Census Tract 9604, Hill County, Texas",92,89,65
"G48021709605011","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960501","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179605011",,,"482179605011","Block Group 1, Census Tract 9605.01, Hill County, Texas",761,639,122,"Block Group 1, Census Tract 9605.01, Hill County, Texas",130,122,85
"G48021709605012","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960501","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179605012",,,"482179605012","Block Group 2, Census Tract 9605.01, Hill County, Texas",875,794,81,"Block Group 2, Census Tract 9605.01, Hill County, Texas",147,137,44
"G48021709605021","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960502","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179605021",,,"482179605021","Block Group 1, Census Tract 9605.02, Hill County, Texas",315,315,0,"Block Group 1, Census Tract 9605.02, Hill County, Texas",87,87,15
"G48021709605022","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960502","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179605022",,,"482179605022","Block Group 2, Census Tract 9605.02, Hill County, Texas",907,669,238,"Block Group 2, Census Tract 9605.02, Hill County, Texas",170,125,170
"G48021709606001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960600","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179606001",,,"482179606001","Block Group 1, Census Tract 9606, Hill County, Texas",547,507,40,"Block Group 1, Census Tract 9606, Hill County, Texas",73,71,34
"G48021709607001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960700","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179607001",,,"482179607001","Block Group 1, Census Tract 9607, Hill County, Texas",200,192,8,"Block Group 1, Census Tract 9607, Hill County, Texas",56,57,12
"G48021709607002","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960700","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179607002",,,"482179607002","Block Group 2, Census Tract 9607, Hill County, Texas",624,537,87,"Block Group 2, Census Tract 9607, Hill County, Texas",88,82,37
"G48021709608001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960800","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179608001",,,"482179608001","Block Group 1, Census Tract 9608, Hill County, Texas",432,412,20,"Block Group 1, Census Tract 9608, Hill County, Texas",122,119,33
"G48021709608002","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960800","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179608002",,,"482179608002","Block Group 2, Census Tract 9608, Hill County, Texas",485,405,80,"Block Group 2, Census Tract 9608, Hill County, Texas",137,129,59
"G48021709608003","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960800","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482179608003",,,"482179608003","Block Group 3, Census Tract 9608, Hill County, Texas",498,468,30,"Block Group 3, Census Tract 9608, Hill County, Texas",114,112,39
"G48021709609001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"960900","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179609001",,,"482179609001","Block Group 1, Census Tract 9609, Hill County, Texas",771,621,150,"Block Group 1, Census Tract 9609, Hill County, Texas",112,112,59
"G48021709610001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"961000","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179610001",,,"482179610001","Block Group 1, Census Tract 9610, Hill County, Texas",437,358,79,"Block Group 1, Census Tract 9610, Hill County, Texas",102,92,55
"G48021709610002","2020-2024","TX",,,"Texas","48","Hill County","217",,,"961000","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179610002",,,"482179610002","Block Group 2, Census Tract 9610, Hill County, Texas",355,312,43,"Block Group 2, Census Tract 9610, Hill County, Texas",77,78,37
"G48021709611001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"961100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179611001",,,"482179611001","Block Group 1, Census Tract 9611, Hill County, Texas",772,714,58,"Block Group 1, Census Tract 9611, Hill County, Texas",146,143,30
"G48021709611002","2020-2024","TX",,,"Texas","48","Hill County","217",,,"961100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179611002",,,"482179611002","Block Group 2, Census Tract 9611, Hill County, Texas",920,805,115,"Block Group 2, Census Tract 9611, Hill County, Texas",129,119,63
"G48021709614001","2020-2024","TX",,,"Texas","48","Hill County","217",,,"961400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482179614001",,,"482179614001","Block Group 1, Census Tract 9614, Hill County, Texas",406,291,115,"Block Group 1, Census Tract 9614, Hill County, Texas",77,68,44
"G48021709614002","2020-2024","TX",,,"Texas","48","Hill County","217",,,"961400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482179614002",,,"482179614002","Block Group 2, Census Tract 9614, Hill County, Texas",909,766,143,"Block Group 2, Census Tract 9614, Hill County, Texas",117,107,59
"G48021709614003","2020-2024","TX",,,"Texas","48","Hill County","217",,,"961400","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482179614003",,,"482179614003","Block Group 3, Census Tract 9614, Hill County, Texas",629,489,140,"Block Group 3, Census Tract 9614, Hill County, Texas",111,95,60
"G48021909501001","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482199501001",,,"482199501001","Block Group 1, Census Tract 9501, Hockley County, Texas",665,551,114,"Block Group 1, Census Tract 9501, Hockley County, Texas",82,85,37
"G48021909502001","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482199502001",,,"482199502001","Block Group 1, Census Tract 9502, Hockley County, Texas",613,486,127,"Block Group 1, Census Tract 9502, Hockley County, Texas",113,109,58
"G48021909502002","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482199502002",,,"482199502002","Block Group 2, Census Tract 9502, Hockley County, Texas",437,397,40,"Block Group 2, Census Tract 9502, Hockley County, Texas",109,92,50
"G48021909502003","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950200","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482199502003",,,"482199502003","Block Group 3, Census Tract 9502, Hockley County, Texas",215,184,31,"Block Group 3, Census Tract 9502, Hockley County, Texas",66,59,26
"G48021909502004","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950200","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482199502004",,,"482199502004","Block Group 4, Census Tract 9502, Hockley County, Texas",389,352,37,"Block Group 4, Census Tract 9502, Hockley County, Texas",88,89,45
"G48021909503001","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950300","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482199503001",,,"482199503001","Block Group 1, Census Tract 9503, Hockley County, Texas",490,374,116,"Block Group 1, Census Tract 9503, Hockley County, Texas",122,113,83
"G48021909503002","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950300","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482199503002",,,"482199503002","Block Group 2, Census Tract 9503, Hockley County, Texas",637,551,86,"Block Group 2, Census Tract 9503, Hockley County, Texas",158,172,72
"G48021909503003","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950300","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482199503003",,,"482199503003","Block Group 3, Census Tract 9503, Hockley County, Texas",710,683,27,"Block Group 3, Census Tract 9503, Hockley County, Texas",132,129,42
"G48021909504001","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482199504001",,,"482199504001","Block Group 1, Census Tract 9504, Hockley County, Texas",376,333,43,"Block Group 1, Census Tract 9504, Hockley County, Texas",138,133,51
"G48021909504002","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482199504002",,,"482199504002","Block Group 2, Census Tract 9504, Hockley County, Texas",562,402,160,"Block Group 2, Census Tract 9504, Hockley County, Texas",141,125,103
"G48021909504003","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950400","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482199504003",,,"482199504003","Block Group 3, Census Tract 9504, Hockley County, Texas",441,214,227,"Block Group 3, Census Tract 9504, Hockley County, Texas",130,90,105
"G48021909504004","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950400","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482199504004",,,"482199504004","Block Group 4, Census Tract 9504, Hockley County, Texas",420,336,84,"Block Group 4, Census Tract 9504, Hockley County, Texas",140,117,96
"G48021909505001","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950500","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482199505001",,,"482199505001","Block Group 1, Census Tract 9505, Hockley County, Texas",354,354,0,"Block Group 1, Census Tract 9505, Hockley County, Texas",115,115,15
"G48021909505002","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950500","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482199505002",,,"482199505002","Block Group 2, Census Tract 9505, Hockley County, Texas",528,423,105,"Block Group 2, Census Tract 9505, Hockley County, Texas",132,95,98
"G48021909505003","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950500","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482199505003",,,"482199505003","Block Group 3, Census Tract 9505, Hockley County, Texas",572,572,0,"Block Group 3, Census Tract 9505, Hockley County, Texas",147,147,15
"G48021909505004","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950500","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482199505004",,,"482199505004","Block Group 4, Census Tract 9505, Hockley County, Texas",451,433,18,"Block Group 4, Census Tract 9505, Hockley County, Texas",106,107,22
"G48021909506001","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950600","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482199506001",,,"482199506001","Block Group 1, Census Tract 9506, Hockley County, Texas",658,604,54,"Block Group 1, Census Tract 9506, Hockley County, Texas",85,87,44
"G48021909507001","2020-2024","TX",,,"Texas","48","Hockley County","219",,,"950700","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482199507001",,,"482199507001","Block Group 1, Census Tract 9507, Hockley County, Texas",715,666,49,"Block Group 1, Census Tract 9507, Hockley County, Texas",90,88,28
"G48022101601001","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211601001",,,"482211601001","Block Group 1, Census Tract 1601, Hood County, Texas",667,574,93,"Block Group 1, Census Tract 1601, Hood County, Texas",193,176,97
"G48022101601002","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211601002",,,"482211601002","Block Group 2, Census Tract 1601, Hood County, Texas",413,338,75,"Block Group 2, Census Tract 1601, Hood County, Texas",144,123,88
"G48022101601003","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160100","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482211601003",,,"482211601003","Block Group 3, Census Tract 1601, Hood County, Texas",1299,1007,292,"Block Group 3, Census Tract 1601, Hood County, Texas",234,210,160
"G48022101602041","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160204","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602041",,,"482211602041","Block Group 1, Census Tract 1602.04, Hood County, Texas",514,514,0,"Block Group 1, Census Tract 1602.04, Hood County, Texas",135,135,15
"G48022101602042","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160204","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602042",,,"482211602042","Block Group 2, Census Tract 1602.04, Hood County, Texas",1076,1010,66,"Block Group 2, Census Tract 1602.04, Hood County, Texas",160,144,63
"G48022101602061","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160206","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602061",,,"482211602061","Block Group 1, Census Tract 1602.06, Hood County, Texas",598,519,79,"Block Group 1, Census Tract 1602.06, Hood County, Texas",198,184,85
"G48022101602062","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160206","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602062",,,"482211602062","Block Group 2, Census Tract 1602.06, Hood County, Texas",1033,871,162,"Block Group 2, Census Tract 1602.06, Hood County, Texas",256,241,117
"G48022101602063","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160206","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602063",,,"482211602063","Block Group 3, Census Tract 1602.06, Hood County, Texas",1075,947,128,"Block Group 3, Census Tract 1602.06, Hood County, Texas",257,216,136
"G48022101602101","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160210","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602101",,,"482211602101","Block Group 1, Census Tract 1602.10, Hood County, Texas",710,654,56,"Block Group 1, Census Tract 1602.10, Hood County, Texas",232,218,90
"G48022101602102","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160210","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602102",,,"482211602102","Block Group 2, Census Tract 1602.10, Hood County, Texas",317,306,11,"Block Group 2, Census Tract 1602.10, Hood County, Texas",75,73,17
"G48022101602103","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160210","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602103",,,"482211602103","Block Group 3, Census Tract 1602.10, Hood County, Texas",1264,1227,37,"Block Group 3, Census Tract 1602.10, Hood County, Texas",179,192,54
"G48022101602104","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160210","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602104",,,"482211602104","Block Group 4, Census Tract 1602.10, Hood County, Texas",498,464,34,"Block Group 4, Census Tract 1602.10, Hood County, Texas",146,144,42
"G48022101602111","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160211","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602111",,,"482211602111","Block Group 1, Census Tract 1602.11, Hood County, Texas",614,477,137,"Block Group 1, Census Tract 1602.11, Hood County, Texas",161,147,100
"G48022101602112","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160211","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602112",,,"482211602112","Block Group 2, Census Tract 1602.11, Hood County, Texas",998,728,270,"Block Group 2, Census Tract 1602.11, Hood County, Texas",189,192,146
"G48022101602113","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160211","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602113",,,"482211602113","Block Group 3, Census Tract 1602.11, Hood County, Texas",619,516,103,"Block Group 3, Census Tract 1602.11, Hood County, Texas",145,131,104
"G48022101602121","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160212","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602121",,,"482211602121","Block Group 1, Census Tract 1602.12, Hood County, Texas",692,586,106,"Block Group 1, Census Tract 1602.12, Hood County, Texas",151,135,94
"G48022101602122","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160212","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602122",,,"482211602122","Block Group 2, Census Tract 1602.12, Hood County, Texas",893,767,126,"Block Group 2, Census Tract 1602.12, Hood County, Texas",175,165,105
"G48022101602131","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160213","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602131",,,"482211602131","Block Group 1, Census Tract 1602.13, Hood County, Texas",1109,1036,73,"Block Group 1, Census Tract 1602.13, Hood County, Texas",214,187,97
"G48022101602132","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160213","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602132",,,"482211602132","Block Group 2, Census Tract 1602.13, Hood County, Texas",1070,930,140,"Block Group 2, Census Tract 1602.13, Hood County, Texas",184,179,89
"G48022101602141","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160214","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602141",,,"482211602141","Block Group 1, Census Tract 1602.14, Hood County, Texas",845,816,29,"Block Group 1, Census Tract 1602.14, Hood County, Texas",202,205,47
"G48022101602142","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160214","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602142",,,"482211602142","Block Group 2, Census Tract 1602.14, Hood County, Texas",1146,960,186,"Block Group 2, Census Tract 1602.14, Hood County, Texas",172,180,126
"G48022101602151","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160215","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602151",,,"482211602151","Block Group 1, Census Tract 1602.15, Hood County, Texas",532,532,0,"Block Group 1, Census Tract 1602.15, Hood County, Texas",140,140,15
"G48022101602152","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160215","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602152",,,"482211602152","Block Group 2, Census Tract 1602.15, Hood County, Texas",890,856,34,"Block Group 2, Census Tract 1602.15, Hood County, Texas",266,268,56
"G48022101602161","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160216","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602161",,,"482211602161","Block Group 1, Census Tract 1602.16, Hood County, Texas",629,444,185,"Block Group 1, Census Tract 1602.16, Hood County, Texas",198,158,139
"G48022101602162","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160216","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602162",,,"482211602162","Block Group 2, Census Tract 1602.16, Hood County, Texas",907,795,112,"Block Group 2, Census Tract 1602.16, Hood County, Texas",152,170,76
"G48022101602171","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160217","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602171",,,"482211602171","Block Group 1, Census Tract 1602.17, Hood County, Texas",1173,997,176,"Block Group 1, Census Tract 1602.17, Hood County, Texas",276,253,126
"G48022101602172","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160217","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602172",,,"482211602172","Block Group 2, Census Tract 1602.17, Hood County, Texas",847,740,107,"Block Group 2, Census Tract 1602.17, Hood County, Texas",219,234,72
"G48022101602181","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160218","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602181",,,"482211602181","Block Group 1, Census Tract 1602.18, Hood County, Texas",1113,915,198,"Block Group 1, Census Tract 1602.18, Hood County, Texas",175,169,111
"G48022101602182","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160218","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211602182",,,"482211602182","Block Group 2, Census Tract 1602.18, Hood County, Texas",892,850,42,"Block Group 2, Census Tract 1602.18, Hood County, Texas",161,151,42
"G48022101603021","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160302","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211603021",,,"482211603021","Block Group 1, Census Tract 1603.02, Hood County, Texas",1068,881,187,"Block Group 1, Census Tract 1603.02, Hood County, Texas",204,174,146
"G48022101603022","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160302","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211603022",,,"482211603022","Block Group 2, Census Tract 1603.02, Hood County, Texas",339,279,60,"Block Group 2, Census Tract 1603.02, Hood County, Texas",87,84,59
"G48022101603023","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160302","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482211603023",,,"482211603023","Block Group 3, Census Tract 1603.02, Hood County, Texas",737,714,23,"Block Group 3, Census Tract 1603.02, Hood County, Texas",146,144,20
"G48022101603031","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160303","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482211603031",,,"482211603031","Block Group 1, Census Tract 1603.03, Hood County, Texas",521,521,0,"Block Group 1, Census Tract 1603.03, Hood County, Texas",146,146,15
"G48022101603032","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160303","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482211603032",,,"482211603032","Block Group 2, Census Tract 1603.03, Hood County, Texas",921,809,112,"Block Group 2, Census Tract 1603.03, Hood County, Texas",160,173,85
"G48022101603033","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160303","3",,,,,,,,,,,,,,,,,,,,,,"1500000US482211603033",,,"482211603033","Block Group 3, Census Tract 1603.03, Hood County, Texas",523,487,36,"Block Group 3, Census Tract 1603.03, Hood County, Texas",125,118,41
"G48022101603034","2020-2024","TX",,,"Texas","48","Hood County","221",,,"160303","4",,,,,,,,,,,,,,,,,,,,,,"1500000US482211603034",,,"482211603034","Block Group 4, Census Tract 1603.03, Hood County, Texas",524,456,68,"Block Group 4, Census Tract 1603.03, Hood County, Texas",173,154,103
"G48022309501001","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239501001",,,"482239501001","Block Group 1, Census Tract 9501, Hopkins County, Texas",722,597,125,"Block Group 1, Census Tract 9501, Hopkins County, Texas",95,94,55
"G48022309501002","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239501002",,,"482239501002","Block Group 2, Census Tract 9501, Hopkins County, Texas",647,583,64,"Block Group 2, Census Tract 9501, Hopkins County, Texas",98,97,39
"G48022309502001","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,"1500000US482239502001",,,"482239502001","Block Group 1, Census Tract 9502, Hopkins County, Texas",788,725,63,"Block Group 1, Census Tract 9502, Hopkins County, Texas",142,153,60
"G48022309502002","2020-2024","TX",,,"Texas","48","Hopkins County","223",,,"950200","2",,,,,,,,,,,,,,,,,,,,,,"1500000US482239502002",,,"482239502002","Block Group 2, Census Tract 9502, Hopkins County, Texas",580,530,50,"Block Group 2, Census Tract 9502, Hopkins County, Texas",111,103,40
